sym,date,open,high,low,close,volume,pct
a,2019-11-03,18000,18450,17869,17906,4487959,-1.88
a,2019-11-04,18000,18100,17515,17532,4248822,-2.09
a,2019-11-05,17530,18100,17481,17650,5152785,0.67
a,2019-11-09,17700,17859,17400,17710,8451992,0.34
a,2019-11-10,17510,17845,17141,17300,5577968,-2.32
a,2019-11-11,17300,17900,17170,17750,3715517,2.6
a,2019-11-12,18150,18480,17856,17899,6483004,0.84
a,2019-11-13,18248,18300,17900,17930,5237896,0.17
a,2019-11-16,18700,18700,18100,18160,15200659,1.28
a,2019-11-17,17601,18210,17601,18000,7686548,-0.88
a,2019-11-18,17689,18390,17689,17889,3476623,-0.62
a,2019-11-19,18149,18149,17650,17689,1739666,-1.12
a,2019-11-20,17800,17987,17580,17790,2658527,0.57
a,2019-11-23,17750,17919,17617,17750,2320024,-0.22
a,2019-11-24,17791,17988,17506,17571,2921511,-1.01
a,2019-11-25,17499,17660,17299,17421,5711649,-0.85
a,2019-11-26,17388,17498,17190,17230,2785741,-1.1
a,2019-11-27,17260,17401,17221,17310,3431100,0.46
a,2019-11-30,17360,17400,17073,17102,5163471,-1.2
a,2019-12-01,17180,17499,17103,17320,5722833,1.27
a,2019-12-02,17490,17667,17230,17320,3072800,0.0
a,2019-12-03,17537,17538,17320,17393,2109122,0.42
a,2019-12-04,17490,17490,17200,17200,4791945,-1.11
a,2019-12-07,17376,17619,17195,17289,4835519,0.52
a,2019-12-08,17500,17999,17360,17898,6387229,3.52
a,2019-12-09,18063,18609,18063,18587,20830885,3.85
a,2019-12-10,18800,18881,18059,18279,7144688,-1.66
a,2019-12-11,18699,18899,18500,18690,8539651,2.25
a,2019-12-14,18899,18899,18500,18685,7734765,-0.03
a,2019-12-15,18650,18799,18300,18549,6187820,-0.73
a,2019-12-16,18590,18590,18201,18330,5245921,-1.18
a,2019-12-17,18498,18498,18208,18446,10301844,0.63
a,2019-12-24,9300,9389,9050,9220,14005424,-50.02
a,2019-12-25,9289,9378,9160,9248,10720750,0.3
a,2019-12-28,9377,9689,9250,9666,13299171,4.52
a,2019-12-29,9900,10078,9711,10078,25485201,4.26
a,2019-12-30,10525,10525,10300,10525,23795268,4.44
a,2019-12-31,11046,11046,10580,11046,32527389,4.95
a,2020-01-01,11450,11532,11300,11531,37288107,4.39
a,2020-01-04,10936,11082,10936,10940,58917618,-5.13
a,2020-01-05,10820,11488,10820,11488,31387491,5.01
a,2020-01-07,11998,12019,10889,11018,28484707,-4.09
a,2020-01-08,11204,11657,11204,11644,44186701,5.68
a,2020-01-11,11559,11559,11559,11559,292603,-0.73
a,2020-01-12,11978,11978,11978,11978,44216550,3.62
a,2020-01-13,12545,12570,12266,12520,29929935,4.52
a,2020-01-14,12994,12994,12061,12261,15083616,-2.07
a,2020-01-15,12220,12220,11726,12018,16228295,-1.98
a,2020-01-18,12018,12400,11724,11760,19830829,-2.15
a,2020-01-19,11805,11854,11362,11651,16416533,-0.93
