sym,date,open,high,low,close,volume,pct
j,2020-04-15,77700,80252,76800,80252,8307384,5.69
j,2020-05-04,104413,104413,101258,104413,15000692,4.14
j,2020-05-02,95484,95484,95484,95484,616837,5.0
j,2020-04-29,90938,90938,90938,90938,1498905,3.88
j,2020-04-28,86600,87539,84000,87539,12119544,4.21
j,2020-04-27,84500,87778,81228,83999,18950387,0.53
j,2020-04-26,92000,92000,83361,83555,18774539,-4.99
j,2020-04-25,87940,87948,86010,87948,9423960,4.54
j,2020-04-22,81400,84130,80500,84130,10080952,4.72
j,2020-04-21,80330,80335,78097,80335,14029493,5.93
j,2020-04-20,76100,78990,75767,75840,19337427,-4.14
j,2020-04-19,82201,82201,79118,79118,6564883,-3.49
j,2020-05-03,100258,100258,100258,100258,464153,5.0
j,2020-02-23,68318,68318,68318,68318,659755,5.0
